,show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type
3124,80192064,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Luciano Mellera,Argentina,"July 6, 2018",2018,TV-14,66 min,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,Movie
3126,80176715,The Legacy of a Whitetail Deer Hunter,Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",United States,"July 6, 2018",2018,TV-14,83 min,"Action & Adventure, Comedies, Dramas",A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,Movie
3127,80168029,The Skin of the Wolf,Samu Fuentes,"Mario Casas, Irene Escolar, Ruth Díaz",Spain,"July 6, 2018",2018,TV-14,110 min,"Dramas, Independent Movies, International Movies",An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.,Movie
3130,80102266,Dharmakshetra,,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai",India,"July 5, 2018",2014,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",TV Show
3132,80102160,Stories by Rabindranath Tagore,Anurag Basu,,India,"July 5, 2018",2015,TV-14,1 Season,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,TV Show
3140,80182447,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Sarath Kumar, Tito Wilson, Reshma Rajan, Vineeth Vishwam, Kichu Tellus, Bitto Davis, Ullas Jose Chemban, Merin Jose Pottackal, Binny Rinky Benjamin, Amrutha Anna Reji",India,"July 1, 2018",2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",Movie
3141,70055855,Anthony Kaun Hai?,Raj Kaushal,"Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",India,"July 1, 2018",2006,TV-14,122 min,"Comedies, Dramas, International Movies","A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",Movie
3143,80994575,Cappuccino,Noushad,"Dharmajan Bolgatty, Aneesh Menon, Sunil Sukhada, Anita Lukmance, Kottayam Pradeep, Natasha Doshi, Hareesh Perumanna, Sharanya, Vineeth Mohan, Sudhi Koppa",India,"July 1, 2018",2017,TV-14,126 min,"Comedies, Dramas, International Movies","Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha, a woman he soon falls in love with.",Movie
3145,80994424,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,"July 1, 2018",2017,TV-14,113 min,"Comedies, International Movies","In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",Movie
3146,80229417,Comedy High School,,"Ram Kapoor, Gopal Dutt, Paritosh Tripathi, Krishna Bhatt, Jasmeet Bhatia, Deepak Dutta, Parvati Sehgal, Surleen Kaur",,"July 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Comedies","Featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school.",TV Show
3147,80997402,Counterfeiting in Suburbia,Jason Bourque,"Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell",Canada,"July 1, 2018",2018,TV-14,88 min,"Dramas, Thrillers","Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious.",Movie
3149,80236278,Deewana Main Deewana,K.C. Bokadia,"Govinda, Priyanka Chopra, Kader Khan, Prem Chopra, Shakti Kapoor, Sharat Saxena, Himani Shivpuri, Johnny Lever",India,"July 1, 2018",2013,TV-14,107 min,"Comedies, Dramas, International Movies",A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.,Movie
3156,80994425,Ma Chu Ka,Jayan Vannery,"Pasupathy, Janani Iyer, Pratap Pothen",India,"July 1, 2018",2017,TV-14,117 min,"International Movies, Thrillers",The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,Movie
3158,81002211,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,"July 1, 2018",2018,TV-14,92 min,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.",Movie
3160,70142386,NCIS,,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",United States,,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.,TV Show
3164,80994574,Paulettante Veedu,Dileep Narayanan,"Saikumar, Amal Unnithan, Manasa Radhakrishnan, K.P.A.C. Lalitha, Sudheer Karamana, Seema G. Nair",India,"July 1, 2018",2016,TV-14,104 min,"Dramas, International Movies","A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter.",Movie
3165,70125939,Paying Guests,Paritosh Painter,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Seth, Celina Jaitly, Johnny Lever, Delnaaz Paul, Riya Sen, Sayali Bhagat, Neha Dhupia",India,"July 1, 2018",2009,TV-14,114 min,"Comedies, International Movies","Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only.",Movie
3166,80994420,Sarvopari Palakkaran,Venugopan,"Anoop Menon, Alencier Ley Lopez, Balu Varghese, Aparna Balamurali, Anu Sithara, Gayathri Arun, Nandu, Chali Pala",India,"July 1, 2018",2017,TV-14,133 min,"Dramas, International Movies","In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.",Movie
3172,80176064,The Redeemed and the Dominant: Fittest on Earth,"Heber Cannon, Mariah Moore, Marston Sawyers",,United States,"July 1, 2018",2017,TV-14,120 min,"Documentaries, Sports Movies","Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games.",Movie
3173,80994421,Theeram,Saheed Arafath,"Pranav Ratheesh, Maria Yohannan, Askar Ameer, Tini Tom, Anjali Nair, Krishna Prabha, Sudhi Koppa, Nandhan Unni",India,"July 1, 2018",2017,TV-14,104 min,"Dramas, International Movies, Romantic Movies","An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them.",Movie
3176,80994572,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,"Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada",India,"July 1, 2018",2017,TV-14,125 min,"Dramas, International Movies","When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.",Movie
3182,80210887,Hormones,,"Pachara Chirathivat, Ungsumalynn Sirapatsakmetha, Sutatta Udomsilp, Chutavuth Pattarakampol, Sirachuch Chienthaworn, Gunn Junhavat, Sananthachat Thanapatpisal, Thanapob Leeratanakajorn, Supassra Thanachat, Sedthawut Anusit, Kemisara Paladesh",Thailand,,2015,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama.",TV Show
3184,80173623,Somewhere Between,,"Paula Patton, Devon Sawa, JR Bourne, Aria Birch, Catherine Barroll, Samantha Ferris, Imogen Tear, Daniel Bacon, Carmel Amit, Noel Johansen, Rebecca Staab",United States,"June 30, 2018",2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever.",TV Show
3191,80238434,Penalty Kick,Rodrigo Triana,"Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola","Colombia, Mexico","June 29, 2018",2018,TV-14,89 min,"Comedies, Dramas, International Movies","Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.",Movie
3201,80038207,Expelled from Paradise,Seiji Mizushima,"Rie Kugimiya, Wendee Lee, Shinichiro Miki, Steve Blum, Hiroshi Kamiya, Johnny Yong Bosch",Japan,"June 25, 2018",2014,TV-14,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system.",Movie
3204,80179900,Life Sentence,,Lucy Hale,United States,"June 23, 2018",2018,TV-14,1 Season,TV Dramas,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today.""",TV Show
3219,80239797,Club Friday The Series 7,,"Sornram Tappituk, Amy Amika Klinprathum, Tanya Liyah, Shaun Jindachote, Four Sakolrat Wornurai, Toomtam Yuthana Puengklarng, Monchanok Saengchaipiangpen, Nat Myria Benedetti, Oil Thana Suttikamul, View Wannarot Sontichai, Pimthong Washirakom",,,2016,TV-14,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",More confessional tales of love and heartbreak play out in this next installment of the popular Thai TV series based on a real-life call-in radio show.,TV Show
3227,80184100,Set It Up,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess",United States,"June 15, 2018",2018,TV-14,106 min,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.",Movie
3228,80131280,Sunday's Illness,Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",Spain,"June 15, 2018",2017,TV-14,113 min,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.",Movie
3234,80222188,My Daddy is in Heaven,Waymon Boone,"Jenn Gotzon Chandler, Corbin Bernsen, Lorenzo Lamas, T.C. Stallings, Jill Morrison, Lane Garrison, Jake Jacobson, Lee Benton, Riley St. John, Cricket St. John",United States,"June 12, 2018",2017,TV-14,95 min,"Dramas, Faith & Spirituality","After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself.",Movie
3242,70281323,The Night Shift,,"Eoin Macken, Jill Flint, Freddy Rodríguez, Ken Leung, Brendan Fehr, Jeananne Goossen, J.R. Lemon, Robert Bailey Jr., Daniella Alonso, Catharine Pilafas",United States,,2017,TV-14,4 Seasons,TV Dramas,"After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too.",TV Show
3249,80994443,B.A. Pass 2,Shadab Khan,"Kritika Sachdeva, Sasho, Sanghmitra Hitaishi, Indraneil Sengupta, Saurabh Dubey, Shubhangi Latkar, Sukhbir Kaur Lamba, Arav Chowdharry",India,"June 1, 2018",2017,TV-14,126 min,"Dramas, International Movies","A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love.",Movie
3252,80229216,Gabru: Hip Hop Revolution,,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",India,"June 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",TV Show
3256,80998558,Natsamrat - Asa Nat Hone Nahi,Mahesh Manjrekar,"Nana Patekar, Medha Manjrekar, Mrinmayee Deshpande, Sunil Barve, Vikram Gokhale, Neha Pendse",India,"June 1, 2018",2016,TV-14,165 min,"Dramas, International Movies","A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy.",Movie
3262,80189827,Bombshell: The Hedy Lamarr Story,Alexandra Dean,Hedy Lamarr,United States,"May 31, 2018",2017,TV-14,89 min,Documentaries,"An unearthed audio interview of Hollywood icon Hedy Lamarr reveals a woman with brains as well as beauty, who was the first to patent frequency hopping.",Movie
3263,80025384,Unbreakable Kimmy Schmidt,,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane",United States,,2019,TV-14,4 Seasons,TV Comedies,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",TV Show
3264,70140358,Arrested Development,,"Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard",United States,,2019,TV-14,5 Seasons,TV Comedies,"It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",TV Show
3268,80084666,Colours of Passion,Ketan Mehta,"Randeep Hooda, Nandana Sen, Jim Boeven, Paresh Rawal, Tom Alter, Vikram Gokhale, Vipin Sharma, Gaurav Dwivedi",India,"May 25, 2018",2008,TV-14,114 min,"Dramas, International Movies","Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial.",Movie
3271,80186850,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,"Steve Martin, Martin Short",United States,"May 25, 2018",2018,TV-14,74 min,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy.",Movie
3276,80151384,Tig Notaro Happy To Be Here,Tig Notaro,Tig Notaro,United States,"May 22, 2018",2018,TV-14,58 min,Stand-Up Comedy,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.",Movie
3277,80091267,Jalpari: The Desert Mermaid,Nila Madhab Panda,"Lehar Khan, Krishang Trivedi, Parvin Dabas, Suhasini Mulay, V.M. Badola, Tannishtha Chatterjee, Rahul Singh, Harsh Mayar",India,"May 19, 2018",2012,TV-14,94 min,"Dramas, Independent Movies, International Movies","When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",Movie
3278,70197057,Scandal,,"Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo Díaz, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley",United States,,2018,TV-14,7 Seasons,"Crime TV Shows, TV Dramas","A powerful team of Washington, D.C. lawyers makes scandals disappear while handling government crises and coping with problems of their own.",TV Show
3288,80233511,Food on the Go,Mercedes Cordova,,"Argentina, Italy","May 16, 2018",2017,TV-14,66 min,"Documentaries, International Movies","Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage.",Movie
3289,80994416,Aadu 2,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",India,"May 15, 2018",2017,TV-14,150 min,"Comedies, International Movies","When Shaji Pappan and his gang of goofy outlaws find themselves low on funds, they plan to once again win a hefty prize in a tug-of-war competition.",Movie
3290,80243408,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,"May 15, 2018",2018,TV-14,158 min,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",Movie
3291,80994418,Chalay Thay Saath,Umer Adil,"Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Pakistan,"May 15, 2018",2017,TV-14,118 min,"Comedies, Dramas, International Movies",Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.,Movie
3294,70273371,Saint Seiya: The Lost Canvas,,"Tetsuya Kakihara, Hiro Shimono, Aya Hirano, Atsushi Abe, Sanae Kobayashi, Kenta Miyake, Tomohiro Tsuboi, Nana Mizuki, Shigeru Chiba",Japan,"May 15, 2018",2009,TV-14,1 Season,"Anime Series, International TV Shows",This anime adventure follows the battle between a saint of Athena and an avatar of Hades who's working on a painting that could destroy the world.,TV Show
3297,80117748,Bill Nye Saves the World,,"Bill Nye, Karlie Kloss, Derek Muller, Emily Calandrelli, Nazeem Hussain, Joanna Hausmann",United States,,2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.,TV Show
3300,80184422,Ha Unlimited,,"Tuck Boriboon, Ball Chernyim, Na’Kom Chuanchuen",,,2016,TV-14,2 Seasons,"International TV Shows, TV Comedies","Three comedians launch a company designed to spread happiness far and wide in this Thai sitcom packed with gags, sound effects and special guests.",TV Show
3301,80143556,The Kissing Booth,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald","United Kingdom, United States","May 11, 2018",2018,TV-14,105 min,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",Movie
3307,70118125,My Fuhrer,Dani Levy,"Helge Schneider, Ulrich Mühe, Sylvester Groth, Adriana Altaras, Stefan Kurt, Ulrich Noethen, Lambert Hamel, Udo Kroschwald, Torsten Michaelis, Axel Werner",Germany,"May 7, 2018",2007,TV-14,91 min,"Comedies, International Movies",Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.,Movie
3310,80100933,Miss Dynamite,,"Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra",Mexico,"May 5, 2018",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.",TV Show
3321,80167648,Thi Mai,Patricia Ferreira,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira, Eric Nguyen, Pedro Casablanc, José Troncoso, José Burgos, Ana López, Pedro Miguel Martínez, Nguyen Ngan Ha",Spain,"May 4, 2018",2017,TV-14,99 min,"Comedies, Dramas, International Movies","Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",Movie
3327,80150390,Abhinetri,A. L. Vijay,"Tamannaah Bhatia, Prabhu Deva, Sonu Sood, Sapthagiri, Murli Sharma, R.V. Udhaykumar, Joy Mathew, Hema",India,"May 1, 2018",2016,TV-14,131 min,"Comedies, International Movies, Sci-Fi & Fantasy","Due to family pressure, a corporate man reluctantly marries a woman from the village, but in their new home, she abruptly assumes a different persona.",Movie
3329,80229034,Anjaan: Special Crimes Unit,,"Gashmeer Mahajani, Heena Parmar",India,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal.",TV Show
3330,70213130,Boys Over Flowers,,"Hye-sun Ku, Min-ho Lee, Hyun-joong Kim, Bum Kim, Joon Kim, So-eun Kim, Hye-yeong Lee, Jin-bin Park, Ye-jin Lim, Ho-bin Jeong",South Korea,"May 1, 2018",2009,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.,TV Show
3331,80192548,CIA: Comrade in America,Amal Neerad,"Dulquer Salmaan, Karthika Muraleedharan, Siddique, Soubin Shahir, Dileesh Pothan, John Vijay, Chandini Sreedharan, Jinu Joseph, Sujith Shankar, Alencier Ley Lopez",India,"May 1, 2018",2017,TV-14,130 min,"Action & Adventure, Dramas, International Movies","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there.",Movie
3336,80990815,Gurgaon,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna, Shalini Vatsa",India,"May 1, 2018",2017,TV-14,106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",Movie
3337,80990816,Hombanna,Rakshith Thirthahalli,"Subbu Talabi, Dhanu Gowda, H.G. Dattatreya, Suchendra Prasad, Ambujakshi, Neenasam Ashwath",India,"May 1, 2018",2017,TV-14,126 min,"Dramas, International Movies","In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change.",Movie
3341,80229102,Khan: No. 1 Crime Hunter,,Rajesh Sharma,India,"May 1, 2018",2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.",TV Show
3342,80241876,Le K Benzema,"Damien Piscarel, Florent Bodin",Karim Benzema,France,"May 1, 2018",2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies","After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story.",Movie
3346,80229286,Mere Papa Hero Hiralal,,"Sarwar Ahuja, Riva Arora",,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","A simple auto-rickshaw driver on the streets of Lucknow, Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life.",TV Show
3348,80206732,Nibunan,Arun Vaidyanathan,"Arjun, Prasanna, Varalakshmi Sarathkumar, Sruthi Hariharan, Vaibhav Reddy, Suman, Suhasini, Krishna Sekhar",India,"May 1, 2018",2017,TV-14,124 min,"Action & Adventure, Dramas, International Movies","With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way.",Movie
3349,80990810,Onaatah,Pradip Kurbah,"Sweety Pala, Merlvin Mukhim, Richard Kharpuri, Enshon Lamare, Mary Nonghuloo, Destina Mawrie, Anvil Laloo, Tashneem Lyngdoh",India,"May 1, 2018",2016,TV-14,107 min,"Dramas, International Movies","Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose.",Movie
3357,80990814,Ringan,Makarand Mane,"Shashank Shende, Sahil Joshi, Suhas Sirsat, Kalyanee Mulay, Vijay Salve, Umesh Jagtap, Shantanu Gangane, Abhay Mahajan, Vitthal Patil, Ketan Pawar",India,"May 1, 2018",2015,TV-14,103 min,"Dramas, International Movies","Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother.",Movie
3358,80245268,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,Pierfrancesco Diliberto,Italy,"May 1, 2018",2016,TV-14,45 min,"Documentaries, International Movies","Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples.",Movie
3360,80228322,Sometimes,Priyadarshan,"Prakash Raj, Shreya Reddy, Ashok Selvan",India,"May 1, 2018",2016,TV-14,101 min,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive.",Movie
3361,80204739,Spiritual House,,"Hiroyuki Ehara, Miki Sumiyoshi, Sato Kondo, Kazuhiro Kiyohara, Noriko Sakai, Moe Oshikiri, Homare Sawa, Mariko Hayashi",,"May 1, 2018",2017,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments.",TV Show
3362,80228923,Swami Baba Ramdev: The Untold Story,,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",,"May 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",TV Show
3363,80223149,The Carter Effect,Sean Menard,Vince Carter,United States,"May 1, 2018",2017,TV-14,60 min,"Documentaries, Sports Movies","Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene.",Movie
3367,80990813,Waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,"May 1, 2018",2015,TV-14,94 min,"Dramas, International Movies","While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",Movie
3370,80231066,Babam ve Oğlum,Çagan Irmak,"Çetin Tekindor, Fikret Kuşkan, Hümeyra, Ege Tanman, Şerif Sezer, Yetkin Dikinciler, Binnur Kaya, Mahmut Gökgöz, Nergis Çorakçi, Bilge Sen",Turkey,"April 30, 2018",2005,TV-14,112 min,"Dramas, International Movies","Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father.",Movie
3372,80175333,Running Shaadi,Amit Roy,"Amit Sadh, Tapsee Pannu, Arsh Bajwa, Brijendra Kala, Mahavir Bhullar, Pankaj Jha, Neeta Mohindra",India,"April 30, 2018",2017,TV-14,115 min,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",Movie
3375,80164864,Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,"April 27, 2018",2018,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,Movie
3377,80136790,Goodnight DJ 1,,"Chan Fong, Z-Chen, Frederick Lee, Melvin Sia, Chris Tong, Rickman Chia, Henley Hii",,,2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Horror","Young radio announcers from varying backgrounds encounter the supernatural in mysterious dreams, accidents and everyday life.",TV Show
3378,80162993,Holy Goalie,Curro Velázquez,"Karra Elejalde, Alain Hernández, Juan Manuel Montilla, Joel Bosqued, Macarena García, Tito Valverde, Paco Rueda, Guillermo Furiase, Txema Blasco, Paco Sagarzazu",Spain,"April 27, 2018",2017,TV-14,95 min,"Comedies, International Movies, Sports Movies",A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,Movie
3379,80136794,Moving On,,"Irene Santiago, Gary Estrada, Ariel Rivera, Patrick Theo, Louise Chong, Mano Maniam, Jojo Struys, Alvin Wong",,"April 27, 2018",2016,TV-14,1 Season,"International TV Shows, TV Dramas","Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia.",TV Show
